TermCRN,L,R,WL
WinterTerm2025-2051,,2,
WinterTerm2025-1611,,,
WinterTerm2025-2053,,10,
WinterTerm2025-1616,,,
WinterTerm2025-1617,,,
WinterTerm2025-1618,,4,
WinterTerm2025-2054,,1,
WinterTerm2025-1620,,1,
WinterTerm2025-2055,,3,
WinterTerm2025-2056,,,
WinterTerm2025-1624,,5,
WinterTerm2025-2057,,,
WinterTerm2025-2058,,,
WinterTerm2025-1627,,,
WinterTerm2025-1628,,1,
WinterTerm2025-1629,,,
WinterTerm2025-1645,,,
WinterTerm2025-1630,,,
WinterTerm2025-2059,,,
WinterTerm2025-2060,,,
WinterTerm2025-2061,,1,
WinterTerm2025-2062,,,
WinterTerm2025-2063,,1,
WinterTerm2025-2064,,,
WinterTerm2025-2065,,2,
WinterTerm2025-1640,,,
WinterTerm2025-1643,,,
WinterTerm2025-1412,,,
WinterTerm2025-1413,,,
WinterTerm2025-1414,,,
WinterTerm2025-1415,,,
WinterTerm2025-1416,,,
WinterTerm2025-1417,,,
WinterTerm2025-1418,,,
WinterTerm2025-1419,,,
WinterTerm2025-1420,,,
SpringTerm2024-4104,,5,
SpringTerm2024-3921,9,3,0
SpringTerm2024-3966,10,10,0
SpringTerm2024-3979,,15,
SpringTerm2024-3401,,,
SpringTerm2024-3402,,,
SpringTerm2024-3922,,8,
SpringTerm2024-3919,,10,
SpringTerm2024-3920,,14,
SpringTerm2024-3923,,10,
SpringTerm2024-4114,,4,
SpringTerm2024-3924,,5,
SpringTerm2024-3925,,12,
SpringTerm2024-3926,,14,
SpringTerm2024-3927,,16,
SpringTerm2024-3929,,15,
SpringTerm2024-3930,,23,
SpringTerm2024-3931,,15,
SpringTerm2024-3932,,10,
SpringTerm2024-3933,,10,
SpringTerm2024-3934,,11,
SpringTerm2024-3935,,2,
SpringTerm2024-3936,,15,
SpringTerm2024-3937,,8,
SpringTerm2024-3938,,15,
SpringTerm2024-3939,,4,
SpringTerm2024-3940,,17,
SpringTerm2024-3941,,7,
SpringTerm2024-3942,,14,
SpringTerm2024-3943,,12,
SpringTerm2024-3944,,1,
SpringTerm2024-3945,,9,
SpringTerm2024-3946,,12,
SpringTerm2024-3947,,10,
SpringTerm2024-3948,,,
SpringTerm2024-3949,,17,
SpringTerm2024-3950,,3,
SpringTerm2024-3951,,5,
SpringTerm2024-3952,,,
SpringTerm2024-3953,,12,
SpringTerm2024-3954,,2,
SpringTerm2024-4112,,2,
SpringTerm2024-3955,,7,
SpringTerm2024-3956,,14,
SpringTerm2024-3958,,1,
SpringTerm2024-3959,,,
SpringTerm2024-3960,,11,
SpringTerm2024-3961,,2,
SpringTerm2024-3962,,,
SpringTerm2024-3963,,2,
SpringTerm2024-3964,,6,
SpringTerm2024-4143,,4,
SpringTerm2024-3965,,6,
SpringTerm2024-3802,,1,
SpringTerm2024-3403,,,
SpringTerm2024-3404,,,
SpringTerm2024-3405,,,
SpringTerm2024-3406,,,
SpringTerm2024-3407,,,
SpringTerm2024-3408,,,
SpringTerm2024-3409,,,
SpringTerm2024-3410,,,
SpringTerm2024-3411,,,
SpringTerm2025-3645,,2,
SpringTerm2025-3614,9,3,0
SpringTerm2025-3608,10,4,0
SpringTerm2025-3609,,2,
SpringTerm2025-3412,,,
SpringTerm2025-3413,,,
SpringTerm2025-3615,,4,
SpringTerm2025-3610,,6,
SpringTerm2025-3612,,5,
SpringTerm2025-3613,,3,
SpringTerm2025-4029,,1,
SpringTerm2025-3616,,,
SpringTerm2025-3617,,,
SpringTerm2025-4030,,,
SpringTerm2025-4031,,,
SpringTerm2025-4032,,5,
SpringTerm2025-4033,,4,
SpringTerm2025-3624,,3,
SpringTerm2025-4034,,,
SpringTerm2025-4036,,,
SpringTerm2025-4035,,,
SpringTerm2025-4037,,,
SpringTerm2025-3628,,,
SpringTerm2025-3630,,,
SpringTerm2025-4038,,2,
SpringTerm2025-3631,,,
SpringTerm2025-4039,,10,
SpringTerm2025-3633,,,
SpringTerm2025-3634,,,
SpringTerm2025-3635,,5,
SpringTerm2025-4040,,,
SpringTerm2025-3637,,1,
SpringTerm2025-3638,,3,
SpringTerm2025-4041,,,
SpringTerm2025-3641,,5,
SpringTerm2025-4042,,,
SpringTerm2025-4043,,,
SpringTerm2025-3595,,,
SpringTerm2025-3596,,1,
SpringTerm2025-3593,,,
SpringTerm2025-3644,,,
SpringTerm2025-3597,,1,
SpringTerm2025-4044,,,
SpringTerm2025-4045,,1,
SpringTerm2025-4047,,,
SpringTerm2025-4048,,1,
SpringTerm2025-4049,,3,
SpringTerm2025-4050,,,
SpringTerm2025-3607,,,
SpringTerm2025-3611,,,
SpringTerm2025-3414,,,
SpringTerm2025-3415,,,
SpringTerm2025-3416,,,
SpringTerm2025-3417,,,
SpringTerm2025-3418,,,
SpringTerm2025-3419,,,
SpringTerm2025-3420,,,
SpringTerm2025-3421,,,
SpringTerm2025-3422,,,
FallTerm2023-6000,,7,
FallTerm2023-5899,,8,
FallTerm2023-5973,,,
FallTerm2023-5974,,,
FallTerm2023-5975,,,
FallTerm2023-5976,,,
FallTerm2023-5977,,,
FallTerm2023-5978,,,
FallTerm2023-5900,,3,
FallTerm2023-5979,,,
FallTerm2023-5980,,,
FallTerm2023-5981,,,
FallTerm2023-5982,,,
FallTerm2023-5983,,,
FallTerm2023-5984,,,
FallTerm2023-5985,,,
FallTerm2023-5986,,,
FallTerm2024-6093,,2,
FallTerm2024-5456,,,
FallTerm2024-5457,,,
FallTerm2024-5458,,,
FallTerm2024-5459,,,
FallTerm2024-5460,,,
FallTerm2024-5461,,,
FallTerm2024-6104,,1,
FallTerm2024-5462,,,
FallTerm2024-5463,,,
FallTerm2024-5464,,,
FallTerm2024-5465,,,
FallTerm2024-5466,,,
FallTerm2024-5467,,,
FallTerm2024-5468,,,
FallTerm2024-5469,,,
WinterTerm2024-1984,,,
WinterTerm2024-1985,,,
WinterTerm2024-1917,,8,
WinterTerm2024-1986,,,
WinterTerm2024-1987,,,
WinterTerm2024-1988,,,
WinterTerm2024-1989,,,
WinterTerm2024-1918,,4,
WinterTerm2024-1990,,,
WinterTerm2024-1991,,,
WinterTerm2024-1992,,,
WinterTerm2024-1993,,,
WinterTerm2024-1994,,,
WinterTerm2024-1995,,,
WinterTerm2024-1996,,,
WinterTerm2024-1997,,,
WinterTerm2025-1421,,,
WinterTerm2025-1422,,,
WinterTerm2025-2113,,2,
WinterTerm2025-1423,,,
WinterTerm2025-1424,,,
WinterTerm2025-1425,,,
WinterTerm2025-1426,,,
WinterTerm2025-2114,,4,
WinterTerm2025-1427,,,
WinterTerm2025-1428,,,
WinterTerm2025-1429,,,
WinterTerm2025-1430,,,
WinterTerm2025-1431,,,
WinterTerm2025-1432,,,
WinterTerm2025-1433,,,
WinterTerm2025-1434,,,
SpringTerm2024-3917,,11,
SpringTerm2024-3983,,,
SpringTerm2024-3984,,,
SpringTerm2024-3918,,8,
SpringTerm2024-3985,,,
SpringTerm2024-3986,,,
SpringTerm2024-3987,,,
SpringTerm2024-3988,,,
SpringTerm2024-3989,,,
SpringTerm2024-3990,,,
SpringTerm2024-3991,,,
SpringTerm2024-3992,,,
SpringTerm2024-3993,,,
SpringTerm2024-3994,,,
SpringTerm2024-3995,,,
SpringTerm2024-3996,,,
SpringTerm2025-4104,,2,
SpringTerm2025-3423,,,
SpringTerm2025-3424,,,
SpringTerm2025-4101,,2,
SpringTerm2025-3425,,,
SpringTerm2025-3426,,,
SpringTerm2025-3427,,,
SpringTerm2025-3428,,,
SpringTerm2025-3429,,,
SpringTerm2025-3430,,,
SpringTerm2025-3431,,,
SpringTerm2025-3432,,,
SpringTerm2025-3433,,,
SpringTerm2025-3434,,,
SpringTerm2025-3435,,,
SpringTerm2025-3436,,,
FallTerm2023-5438,,,
FallTerm2023-5439,,,
FallTerm2023-5952,,45,
FallTerm2023-5953,,10,
FallTerm2023-5954,,10,
FallTerm2023-5955,9,5,0
FallTerm2023-5956,,14,
FallTerm2023-5957,,10,
FallTerm2023-5958,,1,
FallTerm2023-5959,9,9,0
FallTerm2023-5960,10,0,0
FallTerm2023-5440,,,
FallTerm2023-5441,,,
FallTerm2023-5442,,,
FallTerm2023-5443,,,
FallTerm2023-5962,,4,
FallTerm2023-5444,,,
FallTerm2023-5445,,,
FallTerm2023-5446,,,
FallTerm2023-5447,,,
FallTerm2023-5448,,,
FallTerm2023-5449,,,
FallTerm2023-5450,,,
FallTerm2023-5451,,,
FallTerm2024-5470,,,
FallTerm2024-5471,,,
FallTerm2024-6051,,,
FallTerm2024-6050,,13,
FallTerm2024-6098,9,7,0
FallTerm2024-6088,10,0,0
FallTerm2024-5472,,,
FallTerm2024-5473,,,
FallTerm2024-5474,,,
FallTerm2024-5475,,,
FallTerm2024-6107,,,
FallTerm2024-6106,,,
FallTerm2024-5476,,,
FallTerm2024-5477,,,
FallTerm2024-5478,,,
FallTerm2024-5479,,,
FallTerm2024-5480,,,
FallTerm2024-5481,,,
FallTerm2024-5482,,,
FallTerm2024-5483,,,
WinterTerm2024-1436,,,
WinterTerm2024-1437,,,
WinterTerm2024-1972,,9,
WinterTerm2024-1973,,32,
WinterTerm2024-1974,,12,
WinterTerm2024-1975,9,5,0
WinterTerm2024-1976,,15,
WinterTerm2024-1977,,11,
WinterTerm2024-1978,,4,
WinterTerm2024-1438,,,
WinterTerm2024-1439,,,
WinterTerm2024-1440,,,
WinterTerm2024-1441,,,
WinterTerm2024-1979,,2,
WinterTerm2024-1442,,,
WinterTerm2024-1443,,,
WinterTerm2024-1444,,,
WinterTerm2024-1445,,,
WinterTerm2024-1446,,,
WinterTerm2024-1447,,,
WinterTerm2024-1448,,,
WinterTerm2024-1449,,,
WinterTerm2025-1435,,,
WinterTerm2025-1436,,,
WinterTerm2025-2067,,1,
WinterTerm2025-2068,,9,
WinterTerm2025-1437,,,
WinterTerm2025-1438,,,
WinterTerm2025-1439,,,
WinterTerm2025-1440,,,
WinterTerm2025-2132,,,
WinterTerm2025-2104,,6,
WinterTerm2025-2131,,,
WinterTerm2025-1441,,,
WinterTerm2025-1442,,,
WinterTerm2025-1443,,,
WinterTerm2025-1444,,,
WinterTerm2025-1445,,,
WinterTerm2025-1446,,,
WinterTerm2025-1447,,,
WinterTerm2025-1448,,,
SpringTerm2024-3412,,,
SpringTerm2024-3413,,,
SpringTerm2024-3970,,6,
SpringTerm2024-3971,,28,
SpringTerm2024-3972,,17,
SpringTerm2024-3973,,12,
SpringTerm2024-3974,,5,
SpringTerm2024-3975,,1,
SpringTerm2024-3976,10,11,0
SpringTerm2024-3414,,,
SpringTerm2024-3415,,,
SpringTerm2024-3416,,,
SpringTerm2024-3417,,,
SpringTerm2024-3978,,9,
SpringTerm2024-3418,,,
SpringTerm2024-3419,,,
SpringTerm2024-3420,,,
SpringTerm2024-3421,,,
SpringTerm2024-3422,,,
SpringTerm2024-3423,,,
SpringTerm2024-3424,,,
SpringTerm2024-3425,,,
SpringTerm2025-3437,,,
SpringTerm2025-3438,,,
SpringTerm2025-4051,,1,
SpringTerm2025-4052,,7,
SpringTerm2025-3439,,,
SpringTerm2025-3440,,,
SpringTerm2025-3441,,,
SpringTerm2025-3442,,,
SpringTerm2025-3733,,0,0
SpringTerm2025-4081,,5,
SpringTerm2025-4053,,7,
SpringTerm2025-4106,,,
SpringTerm2025-4107,,,
SpringTerm2025-3443,,,
SpringTerm2025-3444,,,
SpringTerm2025-3445,,,
SpringTerm2025-3446,,,
SpringTerm2025-3447,,,
SpringTerm2025-3448,,,
SpringTerm2025-3449,,,
SpringTerm2025-3450,,,
FallTerm2023-6048,,20,
FallTerm2023-6018,15,12,0
FallTerm2023-6019,,11,
FallTerm2023-5898,,22,
FallTerm2023-5452,,,
FallTerm2023-5453,,,
FallTerm2023-5454,,,
FallTerm2023-5744,24,18,0
FallTerm2023-5455,,,
FallTerm2023-5456,,,
FallTerm2023-5457,,,
FallTerm2023-5458,,,
FallTerm2023-5459,,,
FallTerm2023-5460,,,
FallTerm2023-5461,,,
FallTerm2023-5462,,,
FallTerm2023-5463,,,
FallTerm2024-6064,,8,
FallTerm2024-6063,15,4,0
FallTerm2024-6062,,10,
FallTerm2024-5484,,,
FallTerm2024-5485,,,
FallTerm2024-5486,,,
FallTerm2024-5746,24,9,0
FallTerm2024-5487,,,
FallTerm2024-5488,,,
FallTerm2024-5489,,,
FallTerm2024-5490,,,
FallTerm2024-5491,,,
FallTerm2024-5492,,,
FallTerm2024-5493,,,
FallTerm2024-5494,,,
FallTerm2024-5495,,,
WinterTerm2024-1913,20,19,0
WinterTerm2024-1450,,,
WinterTerm2024-1451,,,
WinterTerm2024-1452,,,
WinterTerm2024-2039,15,10,0
WinterTerm2024-2040,,13,
WinterTerm2024-1914,,15,
WinterTerm2024-1915,20,20,0
WinterTerm2024-1453,,,
WinterTerm2024-1454,,,
WinterTerm2024-1455,,,
WinterTerm2024-2029,20,7,0
WinterTerm2024-1456,,,
WinterTerm2024-1457,,,
WinterTerm2024-1458,,,
WinterTerm2024-1459,,,
WinterTerm2024-1460,,,
WinterTerm2024-1461,,,
WinterTerm2025-1861,30,24,0
WinterTerm2025-2133,,6,
WinterTerm2025-1979,,6,
WinterTerm2025-2081,20,20,0
WinterTerm2025-1449,,,
WinterTerm2025-1450,,,
WinterTerm2025-1451,,,
WinterTerm2025-2083,15,,
WinterTerm2025-2125,20,7,0
WinterTerm2025-2127,20,10,0
WinterTerm2025-1452,,,
WinterTerm2025-1453,,,
WinterTerm2025-1454,,,
WinterTerm2025-1455,,,
WinterTerm2025-1456,,,
WinterTerm2025-1457,,,
WinterTerm2025-1458,,,
WinterTerm2025-1459,,,
WinterTerm2025-1460,,,
SpringTerm2024-3913,30,25,0
SpringTerm2024-3914,30,26,0
SpringTerm2024-3426,,,
SpringTerm2024-3427,,,
SpringTerm2024-3428,,,
SpringTerm2024-3915,,2,
SpringTerm2024-4056,15,7,0
SpringTerm2024-3916,,17,
SpringTerm2024-3429,,,
SpringTerm2024-3430,,,
SpringTerm2024-3431,,,
SpringTerm2024-4057,,6,
SpringTerm2024-3432,,,
SpringTerm2024-3433,,,
SpringTerm2024-3434,,,
SpringTerm2024-3435,,,
SpringTerm2024-3436,,,
SpringTerm2024-3437,,,
SpringTerm2025-3451,,,
SpringTerm2025-3452,,,
SpringTerm2025-3453,,,
SpringTerm2025-4054,,4,
SpringTerm2025-4067,15,2,0
SpringTerm2025-3454,,,
SpringTerm2025-3455,,,
SpringTerm2025-3456,,,
SpringTerm2025-4068,20,15,0
SpringTerm2025-4089,,12,0
SpringTerm2025-3457,,,
SpringTerm2025-3458,,,
SpringTerm2025-3459,,,
SpringTerm2025-3460,,,
SpringTerm2025-3461,,,
SpringTerm2025-3462,,,
FallTerm2023-5464,,,
FallTerm2023-5465,,,
FallTerm2023-5846,,11,
FallTerm2023-5847,,16,
FallTerm2023-5849,,16,
FallTerm2023-5850,,14,
FallTerm2023-5851,,7,
FallTerm2023-5852,,16,
FallTerm2023-5854,,15,
FallTerm2023-5855,,13,
FallTerm2023-5856,,12,
FallTerm2023-5857,,12,
FallTerm2023-5858,,12,
FallTerm2023-5859,,10,
FallTerm2023-5860,,9,
FallTerm2023-5862,,6,
FallTerm2023-5863,,12,
FallTerm2023-5864,,9,
FallTerm2023-5865,,9,
FallTerm2023-5866,,10,
FallTerm2023-5867,,10,
FallTerm2023-5868,,12,
FallTerm2023-5869,,10,
FallTerm2023-5870,,10,
FallTerm2023-5871,,8,
FallTerm2023-5872,,9,
FallTerm2023-5873,,11,
FallTerm2023-5874,,12,
FallTerm2023-5876,,10,
FallTerm2023-5877,,13,
FallTerm2023-5466,,,
FallTerm2023-5467,,,
FallTerm2023-5468,,,
FallTerm2023-5469,,,
FallTerm2023-5878,12,13,0
FallTerm2023-5470,,,
FallTerm2023-5471,,,
FallTerm2023-5472,,,
FallTerm2023-5473,,,
FallTerm2023-5474,,,
FallTerm2023-5475,,,
FallTerm2023-5476,,,
FallTerm2023-5477,,,
FallTerm2024-5496,,,
FallTerm2024-5497,,,
FallTerm2024-5852,,,
FallTerm2024-5853,,,
FallTerm2024-5854,,,
FallTerm2024-5855,,,
FallTerm2024-5856,,,
FallTerm2024-5857,,,
FallTerm2024-5858,,,
FallTerm2024-5859,,,
FallTerm2024-5860,,,
FallTerm2024-5861,,,
FallTerm2024-5862,,,
FallTerm2024-5863,,,
FallTerm2024-5864,,,
FallTerm2024-5865,,3,
FallTerm2024-5866,,10,
FallTerm2024-5867,,8,
FallTerm2024-5868,,13,
FallTerm2024-5869,,6,
FallTerm2024-5870,,10,
FallTerm2024-5871,,8,
FallTerm2024-5872,,12,
FallTerm2024-5873,,6,
FallTerm2024-5874,,10,
FallTerm2024-5875,,8,
FallTerm2024-5876,,11,
FallTerm2024-5877,,5,
FallTerm2024-5498,,,
FallTerm2024-5499,,,
FallTerm2024-5500,,,
FallTerm2024-5501,,,
FallTerm2024-5502,,,
FallTerm2024-5503,,,
FallTerm2024-5504,,,
FallTerm2024-5505,,,
FallTerm2024-5506,,,
FallTerm2024-5507,,,
FallTerm2024-5508,,,
FallTerm2024-5509,,,
WinterTerm2024-1462,,,
WinterTerm2024-1463,,,
WinterTerm2024-1860,,11,
WinterTerm2024-1861,,12,
WinterTerm2024-1863,,15,
WinterTerm2024-1864,,10,
WinterTerm2024-1865,,10,
WinterTerm2024-1866,,12,
WinterTerm2024-1868,,15,
WinterTerm2024-1869,,9,
WinterTerm2024-1870,,10,
WinterTerm2024-1871,,10,
WinterTerm2024-1872,,12,
WinterTerm2024-1873,,11,
WinterTerm2024-1874,,5,
WinterTerm2024-1876,,12,
WinterTerm2024-1877,,9,
WinterTerm2024-1878,,10,
WinterTerm2024-1879,,7,
WinterTerm2024-1880,,10,
WinterTerm2024-1881,,12,
WinterTerm2024-1882,,9,
WinterTerm2024-1883,,10,
WinterTerm2024-1884,,8,
WinterTerm2024-2014,,9,
WinterTerm2024-1885,,11,
WinterTerm2024-1886,,13,
WinterTerm2024-1887,,9,
WinterTerm2024-1888,,11,
WinterTerm2024-1464,,,
WinterTerm2024-1465,,,
WinterTerm2024-1466,,,
WinterTerm2024-1467,,,
WinterTerm2024-1890,15,16,0
WinterTerm2024-1468,,,
WinterTerm2024-1469,,,
WinterTerm2024-1470,,,
WinterTerm2024-1471,,,
WinterTerm2024-1472,,,
WinterTerm2024-1473,,,
WinterTerm2024-1474,,,
WinterTerm2024-1475,,,
WinterTerm2025-1461,,,
WinterTerm2025-1462,,,
WinterTerm2025-1823,,,
WinterTerm2025-1824,,,
WinterTerm2025-1825,,,
WinterTerm2025-1826,,,
WinterTerm2025-1827,,,
WinterTerm2025-1828,,,
WinterTerm2025-1829,,1,
WinterTerm2025-1830,,,
WinterTerm2025-1831,,,
WinterTerm2025-1832,,,
WinterTerm2025-1833,,,
WinterTerm2025-1834,,,
WinterTerm2025-1835,,,
WinterTerm2025-1836,,10,
WinterTerm2025-1837,,8,
WinterTerm2025-1838,,12,
WinterTerm2025-1839,,5,
WinterTerm2025-1840,,10,
WinterTerm2025-1841,,8,
WinterTerm2025-1842,,11,
WinterTerm2025-1843,,5,
WinterTerm2025-1844,,9,
WinterTerm2025-1845,,7,
WinterTerm2025-1846,,11,
WinterTerm2025-1969,,4,
WinterTerm2025-1463,,,
WinterTerm2025-1464,,,
WinterTerm2025-1465,,,
WinterTerm2025-1466,,,
WinterTerm2025-1847,12,9,0
WinterTerm2025-1467,,,
WinterTerm2025-1468,,,
WinterTerm2025-1469,,,
WinterTerm2025-1470,,,
WinterTerm2025-1471,,,
WinterTerm2025-1472,,,
WinterTerm2025-1473,,,
WinterTerm2025-1474,,,
SpringTerm2024-3875,16,14,0
SpringTerm2024-3438,,,
SpringTerm2024-3439,,,
SpringTerm2024-3876,,11,
SpringTerm2024-3877,,10,
SpringTerm2024-3879,,16,
SpringTerm2024-3880,,8,
SpringTerm2024-3881,,11,
SpringTerm2024-3882,,10,
SpringTerm2024-3884,,15,
SpringTerm2024-3887,,7,
SpringTerm2024-3885,,11,
SpringTerm2024-3886,,7,
SpringTerm2024-3888,,10,
SpringTerm2024-3889,,13,
SpringTerm2024-3890,,5,
SpringTerm2024-4015,16,8,0
SpringTerm2024-3440,,,
SpringTerm2024-3441,,,
SpringTerm2024-3442,,,
SpringTerm2024-3443,,,
SpringTerm2024-4066,12,10,0
SpringTerm2024-3444,,,
SpringTerm2024-3445,,,
SpringTerm2024-3446,,,
SpringTerm2024-3447,,,
SpringTerm2024-3448,,,
SpringTerm2024-3449,,,
SpringTerm2024-3450,,,
SpringTerm2024-3451,,,
SpringTerm2025-3851,16,5,0
SpringTerm2025-3463,,,
SpringTerm2025-3464,,,
SpringTerm2025-3852,,,
SpringTerm2025-3853,,,
SpringTerm2025-3854,,1,
SpringTerm2025-3855,,,
SpringTerm2025-3856,,,
SpringTerm2025-3857,,,
SpringTerm2025-3858,,1,
SpringTerm2025-3859,,,
SpringTerm2025-3860,,,
SpringTerm2025-3861,,,
SpringTerm2025-3862,,1,
SpringTerm2025-3863,,,
SpringTerm2025-3864,,,
SpringTerm2025-3465,,,
SpringTerm2025-3466,,,
SpringTerm2025-3467,,,
SpringTerm2025-3468,,,
SpringTerm2025-4071,12,10,0
SpringTerm2025-3469,,,
SpringTerm2025-3470,,,
SpringTerm2025-3471,,,
SpringTerm2025-3472,,,
SpringTerm2025-3473,,,
SpringTerm2025-3474,,,
SpringTerm2025-3475,,,
SpringTerm2025-3476,,,
FallTerm2023-5478,,,
FallTerm2023-5479,,,
FallTerm2023-6023,,,
FallTerm2023-5480,,,
FallTerm2023-5481,,,
FallTerm2023-5482,,,
FallTerm2024-5510,,,
FallTerm2024-5511,,,
FallTerm2024-5512,,,
FallTerm2024-5513,,,
FallTerm2024-5879,15,15,7
FallTerm2024-5514,,,
FallTerm2024-5515,,,
WinterTerm2024-1476,,,
WinterTerm2024-1477,,,
WinterTerm2024-2044,,,
WinterTerm2024-1478,,,
WinterTerm2024-1652,15,15,0
WinterTerm2024-2091,15,15,0
WinterTerm2024-1479,,,
WinterTerm2024-1480,,,
WinterTerm2025-1475,,,
WinterTerm2025-1476,,,
WinterTerm2025-1477,,,
WinterTerm2025-1478,,,
WinterTerm2025-1701,15,11,0
WinterTerm2025-1479,,,
WinterTerm2025-2122,15,12,0
WinterTerm2025-1480,,,
SpringTerm2024-3452,,,
SpringTerm2024-3665,40,16,0
SpringTerm2024-3666,20,14,0
SpringTerm2024-3453,,,
SpringTerm2024-4059,,,
SpringTerm2024-3454,,,
SpringTerm2024-3455,,,
SpringTerm2024-3456,,,
SpringTerm2025-3477,,,
SpringTerm2025-3713,40,11,0
SpringTerm2025-3714,20,10,0
SpringTerm2025-3478,,,
SpringTerm2025-3479,,,
SpringTerm2025-3480,,,
SpringTerm2025-3481,,,
SpringTerm2025-3482,,,
FallTerm2023-6009,,,
FallTerm2023-6010,,,
FallTerm2023-6011,,2,
FallTerm2023-6012,,,
FallTerm2023-6013,,,
FallTerm2023-6014,,1,
FallTerm2024-5035,,,
FallTerm2024-5036,,,
FallTerm2024-5037,,,
FallTerm2024-5038,,,
FallTerm2024-5039,,,
FallTerm2024-5040,,1,
FallSem2023-7011,,8,
FallSem2023-7137,,,
FallSem2023-7012,,,
FallSem2023-7013,,,
FallSem2023-7014,,1,
FallSem2023-7015,,,
FallSem2023-7016,,,
FallSem2023-7017,,,
FallSem2023-7018,,,
FallSem2023-7019,,1,
FallSem2023-7020,,,
FallSem2023-7021,,,
FallSem2023-7022,,,
FallSem2023-7023,,4,
FallSem2023-7024,,3,
FallSem2023-7025,,1,
FallSem2023-7026,,,
FallSem2023-7027,,2,
FallSem2023-7028,,,
FallSem2023-7029,,1,
FallSem2023-7030,,1,
FallSem2023-7031,,1,
FallSem2023-7032,,1,
FallSem2023-7033,,1,
FallSem2023-7034,,,
FallSem2023-7035,,,
FallSem2023-7036,,1,
FallSem2023-7037,,,
FallSem2023-7038,,,
FallSem2023-7039,,4,
FallSem2023-7040,,2,
FallSem2023-7041,,,
FallSem2023-7042,,1,
FallSem2023-7043,,,
FallSem2023-7044,,4,
FallSem2023-7045,,6,
FallSem2023-7100,,,
FallSem2023-7046,,2,
FallSem2023-7047,,,
FallSem2023-7048,,,
FallSem2023-7049,,2,
FallSem2023-7050,,,
FallSem2023-7051,,,
FallSem2023-7052,,,
FallSem2023-7053,,,
FallSem2023-7054,,,
FallSem2023-7055,,,
FallSem2023-7056,,,
FallSem2023-7057,,,
FallSem2023-7058,,,
FallSem2023-7059,,,
FallSem2023-7060,,,
FallSem2023-7061,,,
FallSem2023-7062,,3,
FallSem2023-7063,,,
FallSem2023-7064,,,
FallSem2023-7065,,,
FallSem2023-7066,,,
FallSem2023-7067,,1,
FallSem2023-7068,,,
FallSem2023-7069,,,
FallSem2024-7002,,1,
FallSem2024-7003,,,
FallSem2024-7004,,,
FallSem2024-7005,,2,
FallSem2024-7006,,,
FallSem2024-7007,,,
FallSem2024-7008,,,
FallSem2024-7009,,,
FallSem2024-7010,,,
FallSem2024-7011,,,
FallSem2024-7012,,,
FallSem2024-7013,,,
FallSem2024-7014,,2,
FallSem2024-7015,,2,
FallSem2024-7016,,1,
FallSem2024-7017,,,
FallSem2024-7018,,,
FallSem2024-7019,,2,
FallSem2024-7020,,2,
FallSem2024-7021,,,
FallSem2024-7022,,1,
FallSem2024-7023,,1,
FallSem2024-7024,,,
FallSem2024-7025,,,
FallSem2024-7026,,,
FallSem2024-7027,,,
FallSem2024-7028,,,
FallSem2024-7029,,1,
FallSem2024-7030,,,
FallSem2024-7031,,1,
FallSem2024-7032,,,
FallSem2024-7033,,,
FallSem2024-7034,,,
FallSem2024-7035,,3,
FallSem2024-7036,,2,
FallSem2024-7037,,,
FallSem2024-7038,,,
FallSem2024-7039,,,
FallSem2024-7040,,,
FallSem2024-7041,,,
FallSem2024-7042,,,
FallSem2024-7043,,,
FallSem2024-7044,,,
FallSem2024-7045,,,
FallSem2024-7046,,,
FallSem2024-7047,,,
FallSem2024-7048,,,
FallSem2024-7049,,,
FallSem2024-7050,,,
FallSem2024-7051,,,
FallSem2024-7052,,,
FallSem2024-7053,,1,
FallSem2024-7054,,,
FallSem2024-7055,,,
FallSem2024-7056,,,
FallSem2024-7057,,,
FallSem2024-7058,,1,
FallSem2024-7059,,,
FallSem2024-7060,,,
FallSem2024-7001,,,
FallSem2024-7061,,,
WinterTerm2024-2030,,,
WinterTerm2024-2031,,,
WinterTerm2024-2032,,,
WinterTerm2024-2033,,,
WinterTerm2024-2034,,,
WinterTerm2024-2035,,,
WinterTerm2025-1001,,,
WinterTerm2025-1002,,,
WinterTerm2025-1003,,,
WinterTerm2025-1004,,,
WinterTerm2025-1005,,,
WinterTerm2025-1006,,,
SpringSem2024-8007,,,
SpringSem2024-8008,,1,
SpringSem2024-8009,,,
SpringSem2024-8010,,,
SpringSem2024-8011,,,
SpringSem2024-8012,,,
SpringSem2024-8013,,,
SpringSem2024-8014,,,
SpringSem2024-8015,,,
SpringSem2024-8016,,,
SpringSem2024-8017,,,
SpringSem2024-8018,,1,
SpringSem2024-8019,,,
SpringSem2024-8020,,,
SpringSem2024-8021,,,
SpringSem2024-8022,,1,
SpringSem2024-8023,,,
SpringSem2024-8024,,,
SpringSem2024-8025,,,
SpringSem2024-8026,,,
SpringSem2024-8027,,,
SpringSem2024-8028,,,
SpringSem2024-8029,,,
SpringSem2024-8030,,1,
SpringSem2024-8031,,,
SpringSem2024-8032,,,
SpringSem2024-8033,,,
SpringSem2024-8034,,4,
SpringSem2024-8035,,4,
SpringSem2024-8036,,1,
SpringSem2024-8037,,,
SpringSem2024-8038,,,
SpringSem2024-8039,,,
SpringSem2024-8040,,,
SpringSem2024-8041,,,
