CRN,Term,Time,"Times 2nd (lab, etc)",Instructors,Course Link,meeting_details
1758,2 (Winter 2025),11:10 AM-12:20 PM MWF,,P. Watzke,term_in=202520&crn_in=1758&subj_code_in=GER&crse_numb_in=418,11:10 AM-12:20 PM MWF     MAIN 216
1750,2 (Winter 2025),02:35 PM-04:20 PM TR,,A. Guenther-Pal,term_in=202520&crn_in=1750&subj_code_in=GER&crse_numb_in=462,02:35 PM-04:20 PM TR      MAIN 401
1258,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1258&subj_code_in=GER&crse_numb_in=590,Arranged
1259,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1259&subj_code_in=GER&crse_numb_in=591,Arranged
1260,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1260&subj_code_in=GER&crse_numb_in=595,Arranged
1261,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1261&subj_code_in=GER&crse_numb_in=599,Arranged
1753,2 (Winter 2025),,,A. Guenther-Pal,term_in=202520&crn_in=1753&subj_code_in=GER&crse_numb_in=600,Arranged
1754,2 (Winter 2025),,,A. Guenther-Pal,term_in=202520&crn_in=1754&subj_code_in=GER&crse_numb_in=600,Arranged
1262,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1262&subj_code_in=GER&crse_numb_in=690,Arranged
1263,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1263&subj_code_in=GER&crse_numb_in=691,Arranged
1264,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1264&subj_code_in=GER&crse_numb_in=695,Arranged
1265,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1265&subj_code_in=GER&crse_numb_in=699,Arranged
3247,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3247&subj_code_in=GER&crse_numb_in=191,Arranged
3248,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3248&subj_code_in=GER&crse_numb_in=195,Arranged
3002,3 (Spring 2024),09:50 AM-11:00 AM MWF,09:05 AM-10:15 AM R,M. Carone,term_in=202430&crn_in=3002&subj_code_in=GER&crse_numb_in=201,"09:50 AM-11:00 AM MWF     BRIG 206
09:05 AM-10:15 AM R       BRIG 206"
3003,3 (Spring 2024),01:50 PM-03:00 PM MWF,01:15 PM-02:25 PM R,P. Watzke,term_in=202430&crn_in=3003&subj_code_in=GER&crse_numb_in=201,"01:50 PM-03:00 PM MWF     MAIN 216
01:15 PM-02:25 PM R       MAIN 216"
3004,3 (Spring 2024),03:10 PM-04:20 PM MWF,,A. Guenther-Pal,term_in=202430&crn_in=3004&subj_code_in=GER&crse_numb_in=312,03:10 PM-04:20 PM MWF     MAIN 203
3249,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3249&subj_code_in=GER&crse_numb_in=390,Arranged
3250,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3250&subj_code_in=GER&crse_numb_in=391,Arranged
3251,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3251&subj_code_in=GER&crse_numb_in=395,Arranged
3252,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3252&subj_code_in=GER&crse_numb_in=399,Arranged
4065,3 (Spring 2024),12:40 PM-02:25 PM TR,,A. Guenther-Pal,term_in=202430&crn_in=4065&subj_code_in=GER&crse_numb_in=415,12:40 PM-02:25 PM TR      MAIN 402
3253,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3253&subj_code_in=GER&crse_numb_in=590,Arranged
3254,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3254&subj_code_in=GER&crse_numb_in=591,Arranged
3255,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3255&subj_code_in=GER&crse_numb_in=595,Arranged
3256,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3256&subj_code_in=GER&crse_numb_in=599,Arranged
3257,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3257&subj_code_in=GER&crse_numb_in=690,Arranged
3980,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3980&subj_code_in=GER&crse_numb_in=691,Arranged
3258,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3258&subj_code_in=GER&crse_numb_in=695,Arranged
3259,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3259&subj_code_in=GER&crse_numb_in=699,Arranged
3254,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3254&subj_code_in=GER&crse_numb_in=191,Arranged
3255,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3255&subj_code_in=GER&crse_numb_in=195,Arranged
3795,3 (Spring 2025),09:50 AM-11:00 AM MWF,09:15 AM-10:15 AM R,M. Carone,term_in=202530&crn_in=3795&subj_code_in=GER&crse_numb_in=201,"09:50 AM-11:00 AM MWF     MAIN 401
09:15 AM-10:15 AM R       MAIN 211"
3796,3 (Spring 2025),01:50 PM-03:00 PM MWF,01:15 PM-02:25 PM R,P. Watzke,term_in=202530&crn_in=3796&subj_code_in=GER&crse_numb_in=201,"01:50 PM-03:00 PM MWF      
01:15 PM-02:25 PM R       MAIN 216"
3794,3 (Spring 2025),03:10 PM-04:20 PM MWF,,A. Guenther-Pal,term_in=202530&crn_in=3794&subj_code_in=GER&crse_numb_in=312,03:10 PM-04:20 PM MWF     MAIN 401
3256,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3256&subj_code_in=GER&crse_numb_in=390,Arranged
3257,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3257&subj_code_in=GER&crse_numb_in=391,Arranged
3258,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3258&subj_code_in=GER&crse_numb_in=395,Arranged
3259,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3259&subj_code_in=GER&crse_numb_in=399,Arranged
3909,3 (Spring 2025),02:35 PM-04:20 PM TR,,P. Watzke,term_in=202530&crn_in=3909&subj_code_in=GER&crse_numb_in=418,02:35 PM-04:20 PM TR      MAIN 216
3910,3 (Spring 2025),01:50 PM-03:00 PM MWF,,M. Carone,term_in=202530&crn_in=3910&subj_code_in=GER&crse_numb_in=421,01:50 PM-03:00 PM MWF      
3260,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3260&subj_code_in=GER&crse_numb_in=590,Arranged
3261,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3261&subj_code_in=GER&crse_numb_in=591,Arranged
3262,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3262&subj_code_in=GER&crse_numb_in=595,Arranged
3263,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3263&subj_code_in=GER&crse_numb_in=599,Arranged
3264,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3264&subj_code_in=GER&crse_numb_in=690,Arranged
3265,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3265&subj_code_in=GER&crse_numb_in=691,Arranged
3266,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3266&subj_code_in=GER&crse_numb_in=695,Arranged
3267,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3267&subj_code_in=GER&crse_numb_in=699,Arranged
5763,1 (Fall 2023),01:50 PM-03:00 PM MWF,,M. Quiason,term_in=202350&crn_in=5763&subj_code_in=GEST&crse_numb_in=100,01:50 PM-03:00 PM MWF     BRIG 420
5286,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5286&subj_code_in=GEST&crse_numb_in=191,Arranged
5287,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5287&subj_code_in=GEST&crse_numb_in=195,Arranged
5808,1 (Fall 2023),02:35 PM-04:20 PM TR,,N. Lin,term_in=202350&crn_in=5808&subj_code_in=GEST&crse_numb_in=345,02:35 PM-04:20 PM TR      WRIS 224
5627,1 (Fall 2023),08:30 AM-10:15 AM TR,,C. Daughtry,term_in=202350&crn_in=5627&subj_code_in=GEST&crse_numb_in=350,08:30 AM-10:15 AM TR      BRIG 305
5288,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5288&subj_code_in=GEST&crse_numb_in=390,Arranged
5289,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5289&subj_code_in=GEST&crse_numb_in=391,Arranged
5290,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5290&subj_code_in=GEST&crse_numb_in=395,Arranged
5291,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5291&subj_code_in=GEST&crse_numb_in=399,Arranged
6041,1 (Fall 2023),09:50 AM-11:00 AM MWF,,A. Vanden Elzen,term_in=202350&crn_in=6041&subj_code_in=GEST&crse_numb_in=404,09:50 AM-11:00 AM MWF     AGCH 019
5885,1 (Fall 2023),09:50 AM-11:00 AM MWF,,C. Barnes,term_in=202350&crn_in=5885&subj_code_in=GEST&crse_numb_in=446,09:50 AM-11:00 AM MWF     MAIN 404
5292,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5292&subj_code_in=GEST&crse_numb_in=590,Arranged
5293,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5293&subj_code_in=GEST&crse_numb_in=591,Arranged
5294,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5294&subj_code_in=GEST&crse_numb_in=595,Arranged
5295,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5295&subj_code_in=GEST&crse_numb_in=599,Arranged
5296,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5296&subj_code_in=GEST&crse_numb_in=690,Arranged
5297,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5297&subj_code_in=GEST&crse_numb_in=691,Arranged
5298,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5298&subj_code_in=GEST&crse_numb_in=695,Arranged
5299,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5299&subj_code_in=GEST&crse_numb_in=699,Arranged
5934,1 (Fall 2024),01:50 PM-03:00 PM MWF,,M. Quiason,term_in=202450&crn_in=5934&subj_code_in=GEST&crse_numb_in=100,01:50 PM-03:00 PM MWF     BRIG 423
5301,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5301&subj_code_in=GEST&crse_numb_in=191,Arranged
5302,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5302&subj_code_in=GEST&crse_numb_in=195,Arranged
5624,1 (Fall 2024),09:50 AM-11:00 AM MWF,,L. Foote,term_in=202450&crn_in=5624&subj_code_in=GEST&crse_numb_in=312,09:50 AM-11:00 AM MWF     MAIN 216
5303,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5303&subj_code_in=GEST&crse_numb_in=390,Arranged
5304,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5304&subj_code_in=GEST&crse_numb_in=391,Arranged
5305,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5305&subj_code_in=GEST&crse_numb_in=395,Arranged
5968,1 (Fall 2024),11:10 AM-12:20 PM MWF,,M. Quiason,term_in=202450&crn_in=5968&subj_code_in=GEST&crse_numb_in=396,11:10 AM-12:20 PM MWF      
5306,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5306&subj_code_in=GEST&crse_numb_in=399,Arranged
5918,1 (Fall 2024),12:40 PM-02:25 PM TR,,E. Kern,term_in=202450&crn_in=5918&subj_code_in=GEST&crse_numb_in=415,12:40 PM-02:25 PM TR      MAIN 105
5307,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5307&subj_code_in=GEST&crse_numb_in=590,Arranged
5308,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5308&subj_code_in=GEST&crse_numb_in=591,Arranged
5309,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5309&subj_code_in=GEST&crse_numb_in=595,Arranged
5310,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5310&subj_code_in=GEST&crse_numb_in=599,Arranged
5311,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5311&subj_code_in=GEST&crse_numb_in=690,Arranged
5312,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5312&subj_code_in=GEST&crse_numb_in=691,Arranged
5313,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5313&subj_code_in=GEST&crse_numb_in=695,Arranged
5314,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5314&subj_code_in=GEST&crse_numb_in=699,Arranged
1769,2 (Winter 2024),01:50 PM-03:00 PM MWF,,M. Quiason,term_in=202420&crn_in=1769&subj_code_in=GEST&crse_numb_in=100,01:50 PM-03:00 PM MWF     MAIN 005
1284,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1284&subj_code_in=GEST&crse_numb_in=191,Arranged
1285,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1285&subj_code_in=GEST&crse_numb_in=195,Arranged
1859,2 (Winter 2024),09:50 AM-11:00 AM MWF,,M. Quiason,term_in=202420&crn_in=1859&subj_code_in=GEST&crse_numb_in=280,09:50 AM-11:00 AM MWF     MEMO 002
2002,2 (Winter 2024),12:40 PM-02:25 PM TR,,S. Colon,term_in=202420&crn_in=2002&subj_code_in=GEST&crse_numb_in=305,12:40 PM-02:25 PM TR      BRIG 127
2105,2 (Winter 2024),10:25 AM-12:10 PM TR,,L. Foote,term_in=202420&crn_in=2105&subj_code_in=GEST&crse_numb_in=312,10:25 AM-12:10 PM TR      MAIN 211
1736,2 (Winter 2024),01:50 PM-03:00 PM MWF,,P. Cohen,term_in=202420&crn_in=1736&subj_code_in=GEST&crse_numb_in=323,01:50 PM-03:00 PM MWF     MAIN 012
1286,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1286&subj_code_in=GEST&crse_numb_in=390,Arranged
1287,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1287&subj_code_in=GEST&crse_numb_in=391,Arranged
1288,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1288&subj_code_in=GEST&crse_numb_in=395,Arranged
1289,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1289&subj_code_in=GEST&crse_numb_in=399,Arranged
1739,2 (Winter 2024),01:50 PM-03:00 PM MWF,,P. Cohen,term_in=202420&crn_in=1739&subj_code_in=GEST&crse_numb_in=423,01:50 PM-03:00 PM MWF     MAIN 012
1039,2 (Winter 2024),02:35 PM-04:20 PM TR,,B. Haines,term_in=202420&crn_in=1039&subj_code_in=GEST&crse_numb_in=560,02:35 PM-04:20 PM TR      BRIG 317
1290,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1290&subj_code_in=GEST&crse_numb_in=590,Arranged
1291,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1291&subj_code_in=GEST&crse_numb_in=591,Arranged
1292,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1292&subj_code_in=GEST&crse_numb_in=595,Arranged
1293,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1293&subj_code_in=GEST&crse_numb_in=599,Arranged
1294,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1294&subj_code_in=GEST&crse_numb_in=690,Arranged
1295,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1295&subj_code_in=GEST&crse_numb_in=691,Arranged
1296,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1296&subj_code_in=GEST&crse_numb_in=695,Arranged
1297,2 (Winter 2024),,,Staff,term_in=202420&crn_in=1297&subj_code_in=GEST&crse_numb_in=699,Arranged
1922,2 (Winter 2025),11:10 AM-12:20 PM MWF,,Staff,term_in=202520&crn_in=1922&subj_code_in=GEST&crse_numb_in=100,11:10 AM-12:20 PM MWF     MAIN 104
1884,2 (Winter 2025),01:50 PM-03:00 PM MWF,,M. Rico,term_in=202520&crn_in=1884&subj_code_in=GEST&crse_numb_in=110,01:50 PM-03:00 PM MWF     BRIG 420
1266,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1266&subj_code_in=GEST&crse_numb_in=191,Arranged
1267,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1267&subj_code_in=GEST&crse_numb_in=195,Arranged
1923,2 (Winter 2025),12:40 PM-02:25 PM TR,,M. Quiason,term_in=202520&crn_in=1923&subj_code_in=GEST&crse_numb_in=240,12:40 PM-02:25 PM TR      MAIN 012
1921,2 (Winter 2025),11:10 AM-12:20 PM MWF,,L. Foote,term_in=202520&crn_in=1921&subj_code_in=GEST&crse_numb_in=300,11:10 AM-12:20 PM MWF     MAIN 404
1894,2 (Winter 2025),03:10 PM-04:20 PM MWF,,P. Cohen,term_in=202520&crn_in=1894&subj_code_in=GEST&crse_numb_in=323,03:10 PM-04:20 PM MWF     MAIN 211
1751,2 (Winter 2025),02:35 PM-04:20 PM TR,,A. Guenther-Pal,term_in=202520&crn_in=1751&subj_code_in=GEST&crse_numb_in=362,02:35 PM-04:20 PM TR      MAIN 401
1948,2 (Winter 2025),02:35 PM-04:20 PM TR,,E. Carlson,term_in=202520&crn_in=1948&subj_code_in=GEST&crse_numb_in=370,02:35 PM-04:20 PM TR      WRIS 221
1268,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1268&subj_code_in=GEST&crse_numb_in=390,Arranged
1269,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1269&subj_code_in=GEST&crse_numb_in=391,Arranged
1270,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1270&subj_code_in=GEST&crse_numb_in=395,Arranged
1271,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1271&subj_code_in=GEST&crse_numb_in=399,Arranged
1897,2 (Winter 2025),03:10 PM-04:20 PM MWF,,P. Cohen,term_in=202520&crn_in=1897&subj_code_in=GEST&crse_numb_in=423,03:10 PM-04:20 PM MWF     MAIN 211
1272,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1272&subj_code_in=GEST&crse_numb_in=590,Arranged
1273,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1273&subj_code_in=GEST&crse_numb_in=591,Arranged
1274,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1274&subj_code_in=GEST&crse_numb_in=595,Arranged
1275,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1275&subj_code_in=GEST&crse_numb_in=599,Arranged
2129,2 (Winter 2025),01:50 PM-03:00 PM MWF,,M. Quiason,term_in=202520&crn_in=2129&subj_code_in=GEST&crse_numb_in=600,01:50 PM-03:00 PM MWF      
1276,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1276&subj_code_in=GEST&crse_numb_in=690,Arranged
1277,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1277&subj_code_in=GEST&crse_numb_in=691,Arranged
1278,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1278&subj_code_in=GEST&crse_numb_in=695,Arranged
1279,2 (Winter 2025),,,Staff,term_in=202520&crn_in=1279&subj_code_in=GEST&crse_numb_in=699,Arranged
3791,3 (Spring 2024),01:50 PM-03:00 PM MWF,,M. Quiason,term_in=202430&crn_in=3791&subj_code_in=GEST&crse_numb_in=100,01:50 PM-03:00 PM MWF     BRIG 422
3756,3 (Spring 2024),10:25 AM-12:10 PM TR,,E. Kern,term_in=202430&crn_in=3756&subj_code_in=GEST&crse_numb_in=110,10:25 AM-12:10 PM TR      MEMO 114
3260,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3260&subj_code_in=GEST&crse_numb_in=191,Arranged
3261,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3261&subj_code_in=GEST&crse_numb_in=195,Arranged
3765,3 (Spring 2024),03:10 PM-04:20 PM MWF,,M. Rico,term_in=202430&crn_in=3765&subj_code_in=GEST&crse_numb_in=220,03:10 PM-04:20 PM MWF     MAIN 216
3011,3 (Spring 2024),01:50 PM-03:00 PM MWF,,B. Haines,term_in=202430&crn_in=3011&subj_code_in=GEST&crse_numb_in=270,01:50 PM-03:00 PM MWF     BRIG 224
3792,3 (Spring 2024),11:10 AM-12:20 PM MWF,,M. Quiason,term_in=202430&crn_in=3792&subj_code_in=GEST&crse_numb_in=301,11:10 AM-12:20 PM MWF     MAIN 216
3262,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3262&subj_code_in=GEST&crse_numb_in=390,Arranged
3263,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3263&subj_code_in=GEST&crse_numb_in=391,Arranged
3264,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3264&subj_code_in=GEST&crse_numb_in=395,Arranged
3265,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3265&subj_code_in=GEST&crse_numb_in=399,Arranged
3867,3 (Spring 2024),09:50 AM-11:00 AM MWF,,J. McQuinn,term_in=202430&crn_in=3867&subj_code_in=GEST&crse_numb_in=421,09:50 AM-11:00 AM MWF     MUSI 146
3266,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3266&subj_code_in=GEST&crse_numb_in=590,Arranged
3267,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3267&subj_code_in=GEST&crse_numb_in=591,Arranged
3268,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3268&subj_code_in=GEST&crse_numb_in=595,Arranged
3269,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3269&subj_code_in=GEST&crse_numb_in=599,Arranged
3270,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3270&subj_code_in=GEST&crse_numb_in=690,Arranged
3271,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3271&subj_code_in=GEST&crse_numb_in=691,Arranged
3272,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3272&subj_code_in=GEST&crse_numb_in=695,Arranged
3273,3 (Spring 2024),,,Staff,term_in=202430&crn_in=3273&subj_code_in=GEST&crse_numb_in=699,Arranged
3921,3 (Spring 2025),01:50 PM-03:00 PM MWF,,M. Quiason,term_in=202530&crn_in=3921&subj_code_in=GEST&crse_numb_in=100,01:50 PM-03:00 PM MWF     MAIN 104
3268,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3268&subj_code_in=GEST&crse_numb_in=191,Arranged
3269,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3269&subj_code_in=GEST&crse_numb_in=195,Arranged
3586,3 (Spring 2025),02:35 PM-04:20 PM TR,,Staff,term_in=202530&crn_in=3586&subj_code_in=GEST&crse_numb_in=270,02:35 PM-04:20 PM TR      BRIG 224
3922,3 (Spring 2025),11:10 AM-12:20 PM MWF,,M. Quiason,term_in=202530&crn_in=3922&subj_code_in=GEST&crse_numb_in=280,11:10 AM-12:20 PM MWF     MAIN 404
3590,3 (Spring 2025),08:30 AM-09:40 AM MWF,,L. Foote,term_in=202530&crn_in=3590&subj_code_in=GEST&crse_numb_in=353,08:30 AM-09:40 AM MWF     MAIN 203
3270,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3270&subj_code_in=GEST&crse_numb_in=390,Arranged
3271,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3271&subj_code_in=GEST&crse_numb_in=391,Arranged
3272,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3272&subj_code_in=GEST&crse_numb_in=395,Arranged
3273,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3273&subj_code_in=GEST&crse_numb_in=399,Arranged
3937,3 (Spring 2025),11:10 AM-12:20 PM MWF,,M. Range,term_in=202530&crn_in=3937&subj_code_in=GEST&crse_numb_in=477,11:10 AM-12:20 PM MWF     MAIN 
3727,3 (Spring 2025),01:50 PM-03:00 PM MWF,,Staff,term_in=202530&crn_in=3727&subj_code_in=GEST&crse_numb_in=503,01:50 PM-03:00 PM MWF     MAIN 306
3274,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3274&subj_code_in=GEST&crse_numb_in=590,Arranged
3275,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3275&subj_code_in=GEST&crse_numb_in=591,Arranged
3276,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3276&subj_code_in=GEST&crse_numb_in=595,Arranged
3277,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3277&subj_code_in=GEST&crse_numb_in=599,Arranged
3278,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3278&subj_code_in=GEST&crse_numb_in=690,Arranged
3279,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3279&subj_code_in=GEST&crse_numb_in=691,Arranged
3280,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3280&subj_code_in=GEST&crse_numb_in=695,Arranged
3281,3 (Spring 2025),,,Staff,term_in=202530&crn_in=3281&subj_code_in=GEST&crse_numb_in=699,Arranged
5724,1 (Fall 2023),01:50 PM-03:00 PM MWF,,B. Vance,term_in=202350&crn_in=5724&subj_code_in=GLST&crse_numb_in=105,01:50 PM-03:00 PM MWF     MEMO 114
5300,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5300&subj_code_in=GLST&crse_numb_in=191,Arranged
5720,1 (Fall 2023),09:50 AM-11:00 AM MWF,,B. Vance,term_in=202350&crn_in=5720&subj_code_in=GLST&crse_numb_in=212,09:50 AM-11:00 AM MWF     MEMO 105
5637,1 (Fall 2023),11:10 AM-12:20 PM MWF,,A. Balsekar,term_in=202350&crn_in=5637&subj_code_in=GLST&crse_numb_in=246,11:10 AM-12:20 PM MWF     BRIG 206
5717,1 (Fall 2023),,,L. Raw,term_in=202350&crn_in=5717&subj_code_in=GLST&crse_numb_in=273,Arranged
5700,1 (Fall 2023),01:50 PM-03:00 PM MWF,,R. Tapia,term_in=202350&crn_in=5700&subj_code_in=GLST&crse_numb_in=330,01:50 PM-03:00 PM MWF     MEMO 105
5765,1 (Fall 2023),11:10 AM-12:20 PM MWF,,C. Skran,term_in=202350&crn_in=5765&subj_code_in=GLST&crse_numb_in=340,11:10 AM-12:20 PM MWF     BRIG 225
6024,1 (Fall 2023),01:50 PM-03:00 PM MWF,,M. Smith,term_in=202350&crn_in=6024&subj_code_in=GLST&crse_numb_in=352,01:50 PM-03:00 PM MWF     MAIN 306
5800,1 (Fall 2023),09:50 AM-11:00 AM MWF,,P. Watzke,term_in=202350&crn_in=5800&subj_code_in=GLST&crse_numb_in=355,09:50 AM-11:00 AM MWF     MAIN 402
5610,1 (Fall 2023),08:30 AM-10:15 AM TR,,J. Brozek,term_in=202350&crn_in=5610&subj_code_in=GLST&crse_numb_in=365,08:30 AM-10:15 AM TR      BRIG 420
5301,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5301&subj_code_in=GLST&crse_numb_in=390,Arranged
5302,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5302&subj_code_in=GLST&crse_numb_in=391,Arranged
5303,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5303&subj_code_in=GLST&crse_numb_in=399,Arranged
5843,1 (Fall 2023),10:25 AM-12:10 PM TR,,S. Downing,term_in=202350&crn_in=5843&subj_code_in=GLST&crse_numb_in=494,10:25 AM-12:10 PM TR      MUSI 142
5304,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5304&subj_code_in=GLST&crse_numb_in=590,Arranged
5305,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5305&subj_code_in=GLST&crse_numb_in=591,Arranged
5306,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5306&subj_code_in=GLST&crse_numb_in=599,Arranged
5307,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5307&subj_code_in=GLST&crse_numb_in=690,Arranged
5308,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5308&subj_code_in=GLST&crse_numb_in=691,Arranged
5309,1 (Fall 2023),,,Staff,term_in=202350&crn_in=5309&subj_code_in=GLST&crse_numb_in=699,Arranged
5915,1 (Fall 2024),03:10 PM-04:20 PM MWF,,J. Frederick,term_in=202450&crn_in=5915&subj_code_in=GLST&crse_numb_in=110,03:10 PM-04:20 PM MWF     MAIN 104
5819,1 (Fall 2024),08:30 AM-09:40 AM MWF,,J. Brozek,term_in=202450&crn_in=5819&subj_code_in=GLST&crse_numb_in=140,08:30 AM-09:40 AM MWF     MAIN 201
5315,1 (Fall 2024),,,Staff,term_in=202450&crn_in=5315&subj_code_in=GLST&crse_numb_in=191,Arranged
